Channel,Gain,Time (sec),Time (hr),Well,AFU,uM,Excitation,Emission
OD600,-1,145,0.04027777777777778,D7,0.089,0.089,600,-1
OD600,-1,145,0.04027777777777778,D8,0.089,0.089,600,-1
OD600,-1,145,0.04027777777777778,D9,0.087,0.087,600,-1
OD600,-1,145,0.04027777777777778,D10,0.088,0.088,600,-1
OD600,-1,145,0.04027777777777778,D11,0.085,0.085,600,-1
OD600,-1,145,0.04027777777777778,D12,0.086,0.086,600,-1
OD600,-1,145,0.04027777777777778,E1,0.088,0.088,600,-1
OD600,-1,145,0.04027777777777778,E2,0.089,0.089,600,-1
OD600,-1,145,0.04027777777777778,E3,0.1,0.1,600,-1
OD600,-1,145,0.04027777777777778,E4,0.089,0.089,600,-1
OD600,-1,145,0.04027777777777778,E5,0.093,0.093,600,-1
OD600,-1,145,0.04027777777777778,E6,0.089,0.089,600,-1
OD600,-1,145,0.04027777777777778,E7,0.09,0.09,600,-1
OD600,-1,145,0.04027777777777778,E8,0.088,0.088,600,-1
OD600,-1,145,0.04027777777777778,E9,0.086,0.086,600,-1
OD600,-1,145,0.04027777777777778,E10,0.089,0.089,600,-1
OD600,-1,145,0.04027777777777778,E11,0.09,0.09,600,-1
OD600,-1,145,0.04027777777777778,E12,0.085,0.085,600,-1
OD600,-1,145,0.04027777777777778,F1,0.082,0.082,600,-1
OD600,-1,145,0.04027777777777778,F2,0.085,0.085,600,-1
OD600,-1,145,0.04027777777777778,F3,0.085,0.085,600,-1
OD600,-1,145,0.04027777777777778,F4,0.087,0.087,600,-1
OD600,-1,145,0.04027777777777778,F5,0.086,0.086,600,-1
OD600,-1,145,0.04027777777777778,F6,0.085,0.085,600,-1
OD600,-1,145,0.04027777777777778,F7,0.085,0.085,600,-1
OD600,-1,145,0.04027777777777778,F8,0.085,0.085,600,-1
OD600,-1,145,0.04027777777777778,F9,0.092,0.092,600,-1
OD600,-1,145,0.04027777777777778,F10,0.087,0.087,600,-1
OD600,-1,145,0.04027777777777778,F11,0.085,0.085,600,-1
OD600,-1,145,0.04027777777777778,F12,0.083,0.083,600,-1
OD600,-1,145,0.04027777777777778,G1,0.085,0.085,600,-1
OD600,-1,145,0.04027777777777778,G2,0.084,0.084,600,-1
OD600,-1,145,0.04027777777777778,G3,0.086,0.086,600,-1
OD600,-1,145,0.04027777777777778,G4,0.087,0.087,600,-1
OD600,-1,145,0.04027777777777778,G5,0.087,0.087,600,-1
OD600,-1,145,0.04027777777777778,G6,0.086,0.086,600,-1
OD600,-1,145,0.04027777777777778,G7,0.087,0.087,600,-1
OD600,-1,145,0.04027777777777778,G8,0.084,0.084,600,-1
OD600,-1,145,0.04027777777777778,G9,0.085,0.085,600,-1
OD600,-1,145,0.04027777777777778,G10,0.086,0.086,600,-1
OD600,-1,145,0.04027777777777778,G11,0.084,0.084,600,-1
