Channel,Gain,Time (sec),Time (hr),Well,AFU,uM,Excitation,Emission
GFP,61,900,0.25,E10,4,0.0035382574082264487,485,515
GFP,61,900,0.25,F1,6,0.005307386112339673,485,515
GFP,61,900,0.25,F2,10,0.008845643520566122,485,515
GFP,61,900,0.25,F3,12,0.010614772224679346,485,515
GFP,61,900,0.25,F4,8,0.007076514816452897,485,515
GFP,61,900,0.25,F5,19,0.016806722689075633,485,515
GFP,61,900,0.25,F6,9,0.00796107916850951,485,515
GFP,61,900,0.25,F7,6,0.005307386112339673,485,515
GFP,61,900,0.25,F8,2,0.0017691287041132243,485,515
GFP,61,900,0.25,F9,9,0.00796107916850951,485,515
GFP,61,900,0.25,F10,5,0.004422821760283061,485,515
GFP,61,900,0.25,G1,9,0.00796107916850951,485,515
GFP,61,900,0.25,G2,4,0.0035382574082264487,485,515
GFP,61,900,0.25,G3,0,0.0,485,515
GFP,61,900,0.25,G4,0,0.0,485,515
GFP,61,900,0.25,G5,5,0.004422821760283061,485,515
GFP,61,900,0.25,G6,15,0.01326846528084918,485,515
GFP,61,900,0.25,G7,5,0.004422821760283061,485,515
GFP,61,900,0.25,G8,1,0.0008845643520566122,485,515
GFP,61,900,0.25,G9,7,0.006191950464396285,485,515
GFP,61,900,0.25,G10,6,0.005307386112339673,485,515
GFP,61,1200,0.3333333333333333,A1,11,0.009730207872622732,485,515
GFP,61,1200,0.3333333333333333,A2,12,0.010614772224679346,485,515
GFP,61,1200,0.3333333333333333,A3,11,0.009730207872622732,485,515
GFP,61,1200,0.3333333333333333,A4,9,0.00796107916850951,485,515
GFP,61,1200,0.3333333333333333,A5,12,0.010614772224679346,485,515
GFP,61,1200,0.3333333333333333,A6,7,0.006191950464396285,485,515
GFP,61,1200,0.3333333333333333,A7,10,0.008845643520566122,485,515
GFP,61,1200,0.3333333333333333,A8,9,0.00796107916850951,485,515
GFP,61,1200,0.3333333333333333,A9,7,0.006191950464396285,485,515
GFP,61,1200,0.3333333333333333,A10,0,0.0,485,515
GFP,61,1200,0.3333333333333333,B1,9,0.00796107916850951,485,515
GFP,61,1200,0.3333333333333333,B2,12,0.010614772224679346,485,515
GFP,61,1200,0.3333333333333333,B3,17,0.015037593984962405,485,515
GFP,61,1200,0.3333333333333333,B4,12,0.010614772224679346,485,515
GFP,61,1200,0.3333333333333333,B5,4,0.0035382574082264487,485,515
GFP,61,1200,0.3333333333333333,B6,14,0.01238390092879257,485,515
GFP,61,1200,0.3333333333333333,B7,7,0.006191950464396285,485,515
GFP,61,1200,0.3333333333333333,B8,18,0.01592215833701902,485,515
GFP,61,1200,0.3333333333333333,B9,8,0.007076514816452897,485,515
GFP,61,1200,0.3333333333333333,B10,1,0.0008845643520566122,485,515
GFP,61,1200,0.3333333333333333,C1,5,0.004422821760283061,485,515
GFP,61,1200,0.3333333333333333,C2,10,0.008845643520566122,485,515
GFP,61,1200,0.3333333333333333,C3,8,0.007076514816452897,485,515
GFP,61,1200,0.3333333333333333,C4,7,0.006191950464396285,485,515
GFP,61,1200,0.3333333333333333,C5,0,0.0,485,515
GFP,61,1200,0.3333333333333333,C6,8,0.007076514816452897,485,515
GFP,61,1200,0.3333333333333333,C7,8,0.007076514816452897,485,515
GFP,61,1200,0.3333333333333333,C8,5,0.004422821760283061,485,515
GFP,61,1200,0.3333333333333333,C9,11,0.009730207872622732,485,515
GFP,61,1200,0.3333333333333333,C10,6,0.005307386112339673,485,515
GFP,61,1200,0.3333333333333333,D1,12,0.010614772224679346,485,515
GFP,61,1200,0.3333333333333333,D2,2,0.0017691287041132243,485,515
GFP,61,1200,0.3333333333333333,D3,5,0.004422821760283061,485,515
GFP,61,1200,0.3333333333333333,D4,12,0.010614772224679346,485,515
GFP,61,1200,0.3333333333333333,D5,9,0.00796107916850951,485,515
GFP,61,1200,0.3333333333333333,D6,10,0.008845643520566122,485,515
GFP,61,1200,0.3333333333333333,D7,0,0.0,485,515
GFP,61,1200,0.3333333333333333,D8,10,0.008845643520566122,485,515
GFP,61,1200,0.3333333333333333,D9,9,0.00796107916850951,485,515
GFP,61,1200,0.3333333333333333,D10,0,0.0,485,515
GFP,61,1200,0.3333333333333333,E1,10,0.008845643520566122,485,515
GFP,61,1200,0.3333333333333333,E2,8,0.007076514816452897,485,515
GFP,61,1200,0.3333333333333333,E3,15,0.01326846528084918,485,515
GFP,61,1200,0.3333333333333333,E4,11,0.009730207872622732,485,515
GFP,61,1200,0.3333333333333333,E5,4,0.0035382574082264487,485,515
GFP,61,1200,0.3333333333333333,E6,3,0.0026536930561698365,485,515
GFP,61,1200,0.3333333333333333,E7,5,0.004422821760283061,485,515
GFP,61,1200,0.3333333333333333,E8,7,0.006191950464396285,485,515
GFP,61,1200,0.3333333333333333,E9,13,0.011499336576735958,485,515
GFP,61,1200,0.3333333333333333,E10,13,0.011499336576735958,485,515
GFP,61,1200,0.3333333333333333,F1,10,0.008845643520566122,485,515
GFP,61,1200,0.3333333333333333,F2,9,0.00796107916850951,485,515
GFP,61,1200,0.3333333333333333,F3,8,0.007076514816452897,485,515
GFP,61,1200,0.3333333333333333,F4,9,0.00796107916850951,485,515
GFP,61,1200,0.3333333333333333,F5,12,0.010614772224679346,485,515
GFP,61,1200,0.3333333333333333,F6,16,0.014153029632905795,485,515
GFP,61,1200,0.3333333333333333,F7,0,0.0,485,515
GFP,61,1200,0.3333333333333333,F8,9,0.00796107916850951,485,515
GFP,61,1200,0.3333333333333333,F9,0,0.0,485,515
GFP,61,1200,0.3333333333333333,F10,6,0.005307386112339673,485,515
GFP,61,1200,0.3333333333333333,G1,11,0.009730207872622732,485,515
GFP,61,1200,0.3333333333333333,G2,4,0.0035382574082264487,485,515
GFP,61,1200,0.3333333333333333,G3,4,0.0035382574082264487,485,515
GFP,61,1200,0.3333333333333333,G4,1,0.0008845643520566122,485,515
GFP,61,1200,0.3333333333333333,G5,8,0.007076514816452897,485,515
GFP,61,1200,0.3333333333333333,G6,3,0.0026536930561698365,485,515
GFP,61,1200,0.3333333333333333,G7,2,0.0017691287041132243,485,515
GFP,61,1200,0.3333333333333333,G8,5,0.004422821760283061,485,515
GFP,61,1200,0.3333333333333333,G9,4,0.0035382574082264487,485,515
GFP,61,1200,0.3333333333333333,G10,3,0.0026536930561698365,485,515
GFP,61,1500,0.4166666666666667,A1,14,0.01238390092879257,485,515
GFP,61,1500,0.4166666666666667,A2,8,0.007076514816452897,485,515
GFP,61,1500,0.4166666666666667,A3,9,0.00796107916850951,485,515
GFP,61,1500,0.4166666666666667,A4,7,0.006191950464396285,485,515
GFP,61,1500,0.4166666666666667,A5,13,0.011499336576735958,485,515
GFP,61,1500,0.4166666666666667,A6,13,0.011499336576735958,485,515
GFP,61,1500,0.4166666666666667,A7,7,0.006191950464396285,485,515
GFP,61,1500,0.4166666666666667,A8,8,0.007076514816452897,485,515
GFP,61,1500,0.4166666666666667,A9,11,0.009730207872622732,485,515
GFP,61,1500,0.4166666666666667,A10,6,0.005307386112339673,485,515
GFP,61,1500,0.4166666666666667,B1,1,0.0008845643520566122,485,515
GFP,61,1500,0.4166666666666667,B2,8,0.007076514816452897,485,515
GFP,61,1500,0.4166666666666667,B3,5,0.004422821760283061,485,515
GFP,61,1500,0.4166666666666667,B4,9,0.00796107916850951,485,515
GFP,61,1500,0.4166666666666667,B5,2,0.0017691287041132243,485,515
GFP,61,1500,0.4166666666666667,B6,5,0.004422821760283061,485,515
GFP,61,1500,0.4166666666666667,B7,12,0.010614772224679346,485,515
GFP,61,1500,0.4166666666666667,B8,11,0.009730207872622732,485,515
GFP,61,1500,0.4166666666666667,B9,6,0.005307386112339673,485,515
GFP,61,1500,0.4166666666666667,B10,0,0.0,485,515
GFP,61,1500,0.4166666666666667,C1,9,0.00796107916850951,485,515
GFP,61,1500,0.4166666666666667,C2,5,0.004422821760283061,485,515
GFP,61,1500,0.4166666666666667,C3,5,0.004422821760283061,485,515
GFP,61,1500,0.4166666666666667,C4,0,0.0,485,515
GFP,61,1500,0.4166666666666667,C5,0,0.0,485,515
GFP,61,1500,0.4166666666666667,C6,8,0.007076514816452897,485,515
GFP,61,1500,0.4166666666666667,C7,10,0.008845643520566122,485,515
GFP,61,1500,0.4166666666666667,C8,9,0.00796107916850951,485,515
GFP,61,1500,0.4166666666666667,C9,6,0.005307386112339673,485,515
GFP,61,1500,0.4166666666666667,C10,6,0.005307386112339673,485,515
GFP,61,1500,0.4166666666666667,D1,14,0.01238390092879257,485,515
GFP,61,1500,0.4166666666666667,D2,8,0.007076514816452897,485,515
GFP,61,1500,0.4166666666666667,D3,10,0.008845643520566122,485,515
GFP,61,1500,0.4166666666666667,D4,9,0.00796107916850951,485,515
GFP,61,1500,0.4166666666666667,D5,9,0.00796107916850951,485,515
GFP,61,1500,0.4166666666666667,D6,0,0.0,485,515
GFP,61,1500,0.4166666666666667,D7,9,0.00796107916850951,485,515
GFP,61,1500,0.4166666666666667,D8,9,0.00796107916850951,485,515
GFP,61,1500,0.4166666666666667,D9,4,0.0035382574082264487,485,515
GFP,61,1500,0.4166666666666667,D10,4,0.0035382574082264487,485,515
GFP,61,1500,0.4166666666666667,E1,10,0.008845643520566122,485,515
GFP,61,1500,0.4166666666666667,E2,8,0.007076514816452897,485,515
GFP,61,1500,0.4166666666666667,E3,11,0.009730207872622732,485,515
GFP,61,1500,0.4166666666666667,E4,12,0.010614772224679346,485,515
GFP,61,1500,0.4166666666666667,E5,7,0.006191950464396285,485,515
GFP,61,1500,0.4166666666666667,E6,0,0.0,485,515
GFP,61,1500,0.4166666666666667,E7,3,0.0026536930561698365,485,515
GFP,61,1500,0.4166666666666667,E8,4,0.0035382574082264487,485,515
GFP,61,1500,0.4166666666666667,E9,14,0.01238390092879257,485,515
GFP,61,1500,0.4166666666666667,E10,9,0.00796107916850951,485,515
GFP,61,1500,0.4166666666666667,F1,4,0.0035382574082264487,485,515
GFP,61,1500,0.4166666666666667,F2,10,0.008845643520566122,485,515
GFP,61,1500,0.4166666666666667,F3,6,0.005307386112339673,485,515
GFP,61,1500,0.4166666666666667,F4,6,0.005307386112339673,485,515
GFP,61,1500,0.4166666666666667,F5,7,0.006191950464396285,485,515
GFP,61,1500,0.4166666666666667,F6,6,0.005307386112339673,485,515
GFP,61,1500,0.4166666666666667,F7,14,0.01238390092879257,485,515
GFP,61,1500,0.4166666666666667,F8,0,0.0,485,515
GFP,61,1500,0.4166666666666667,F9,16,0.014153029632905795,485,515
GFP,61,1500,0.4166666666666667,F10,2,0.0017691287041132243,485,515
GFP,61,1500,0.4166666666666667,G1,13,0.011499336576735958,485,515
GFP,61,1500,0.4166666666666667,G2,7,0.006191950464396285,485,515
GFP,61,1500,0.4166666666666667,G3,0,0.0,485,515
